Ảnh 1,Ảnh 2,Ảnh 3,Ảnh Output,timestamp
.gradio\flagged\Ảnh 1\1f6f7bb0a129c92f0b2b\1_1.png,.gradio\flagged\Ảnh 2\9b349d22f8e846b662a5\1_2.png,.gradio\flagged\Ảnh 3\63af0e5f3062c4c711b2\1_3.png,,2024-11-25 19:10:43.221201
